ID,First Name,Middle Name,Last Name,Category ID,Link to the SIGGRAPH History Archive,Category Description,Role
0486,Henry,,LaBounta,4,,Pioneer,1984 Pioneer
0487,Jeff,,Lait,4,,Pioneer,1999 Pioneer
0488,Rick,,Land,4,,Pioneer,1967 Pioneer
0489,Scott,,Lang,1,,Award,2014 Outstanding Service Award
0490,Scott,,Lang,2,,Conference Committee,2004 International Liaison
0491,Scott,,Lang,2,,Conference Committee,2004 Pathfinders
0492,Scott,,Lang,2,,Conference Committee,2006 Community Outreach Chair
0493,Scott,,Lang,2,,Conference Committee,
0494,Scott,,Lang,3,,Executive Committee,"1995-1999, 2007-2009 Executive Committee"
0495,Scott,,Lang,4,,Pioneer,1995 Pioneer
0496,Dave,,Lankford,4,,Pioneer,1987 Pioneer
0497,Ed,,Lantz,2,,Conference Committee,2015 VR Village Co-Chair
0498,Linda,,Lauro-Lazin,2,,Conference Committee,2005 Art Gallery Chair
0499,Joe,,LaViola,4,,Pioneer,1997 Pioneer
0500,Brad,,Lawrence,2,,Conference Committee,2001 SIGGRAPH TV Chair
0501,Brad,,Lawrence,3,,Executive Committee,2018-2023 Executive Committee
0502,Brad,,Lawrence,4,,Pioneer,Pioneer
0503,Jason,,Lawrence,2,,Conference Committee,"2008, 2009, 2011 Technical Papers Committee"
0504,Jason,,Lawrence,4,,Pioneer,2001 Pioneer
0505,Liz,,Lee,4,,Pioneer,1986 Pioneer
0506,Lynn,Hershman,Leeson,1, ,Award,2009 Distinguished Artist Award
0507,Lynn,Hershman,Leeson,1, ,Award,2018 SIGGRAPH Academy
0508,Lynn,Hershman,Leeson,4,,Pioneer,1978 Pioneer
0509,Steve,R.,Levine,2,,Conference Committee,1977 Conference Chair
0510,Steve,R.,Levine,2,,Conference Committee,1979 Exhibits Chair
0511,Steve,R.,Levine,3,,Executive Committee,"1976-1978, 1980-1983 Executive Committee"
0512,Steve,R.,Levine,4,,Pioneer,1977 Pioneer
0513,Minchen,,Li ,1,,Award,2021 Outstanding Doctoral Dissertation Award
0514,Patrick,,Lichty,4,,Pioneer,1997 Pioneer
0515,Gregory,,Liegey,4,,Pioneer,1992 Pioneer
0516,Ana,Cecilia Balliache,Liendo,2,https://history.siggraph.org/person/amit-zoran-2/,Conference Committee,2020 Posters Chair
0517,Tom,,Linehan,2,,Conference Committee,1990 Art Gallery Chair
0518,Tom,,Linehan,4,,Pioneer,1990 Pioneer
0519,Ben,,Lok,2,,Conference Committee,2022 Retrospective Chair
0520,Meaghan,,Long,2,,Conference Committee,2023 Student Volunteer Chair
0521,Tony,,Longson,2,,Conference Committee,2004 Educations Program Chair
0522,Forrest,,Lucas,2,,Conference Committee,2020 SIGGRAPH Labs Co-Chair
0523,Carl,,Machover,2,,Conference Committee,1982 Panels Chair
0524,Carl,,Machover,4,,Pioneer,1982 Pioneer
0525,Dinesh,,Manocha,1,,Award,2019 SIGGRAPH Academy
0526,Dinesh,,Manocha,3,,Executive Committee,2011-2013 Executive Committee Member
0527,Joe,,Marks,2,,Conference Committee,2007 Conference Chair
0528,Joe,,Marks,2,,Conference Committee,2004 Papers Chair
0529,Joe,,Marks,2,,Conference Committee,2008 E-Tech Chair
0530,Joe,,Marks,3,,Executive Committee,2010-2012 CAG Chair
0531,Steve,,Marschner,1,,Award,2015 Computer Graphics Achievement Award
0532,Steve,,Marschner,1,,Award,2018 SIGGRAPH Academy
0533,Jacquelyn,,Martino,2,,Conference Committee,2006 Student Mentoring Chairs (XSV)
0534,Terrence,,Masson,2,,Conference Committee,2010 Conference Chair
0535,Terrence,,Masson,2,,Conference Committee,2006 Computer Animation Festival
0536,Terrence,,Masson,4,,Pioneer,Pioneer
0537,Terrence,,Masson,5,,SIGGRAPH Committee,History Committee
0538,Nelson,,Max,1,,Award,2007 Steven Anson Coons Award
0539,Nelson,,Max,1,,Award,2018 SIGGRAPH Academy
0540,Nelson,,Max,4,,Pioneer,1969 Pioneer
0541,Fran,X,McAfee,3,,Executive Committee,2004-2006 Executive Committee
0542,John,,McIntosh,2,,Conference Committee,2002 CAF / Electronic Theater Chair
0543,Ann,,McNamara,2,https://history.siggraph.org/person/angus-graeme-forbes/,Conference Committee,2011-2012 Courses Chair
0544,Ann,,McNamara,2,https://history.siggraph.org/person/angus-graeme-forbes/,Conference Committee,2014-2015 General Submissions Chair
0545,Kevin,,McNulty,4,,Pioneer,1997 Pioneer
0546,Kevin,,McNulty,5,,SIGGRAPH Committee,2012-2023 Education Committee
0547,Kevin,,McNulty,5,,SIGGRAPH Committee,2020-2023 Professional and Student Chapters Committee
0548,Kevin,,McNulty,6,,Chapters,"2007-2010 Faculty Advisor, University of Saint Francis Student Chapter"
0549,Kevin,,McNulty,6,,Chapters,"2012-2023 Faculty Advisor, Middle Tennessee State University Student Chapter"
0550,Jon,A.,Meads,2,,Conference Committee,1974 Program Chair
0551,Jon,A.,Meads,3,,Executive Committee,"1972, 1975 Executive Committee"
0552,Jon,A.,Meads,4,,Pioneer,1966 Pioneer
0553,Jon,A.,Meads,5,,SIGGRAPH Committee,1982-1985 Awards Committee Chair
0554,Bonnie,,Mitchell,2,,Conference Committee,2006 Art Gallery Chair
0555,Bonnie,,Mitchell,2,,Conference Committee,2023 History Chair
0556,Bonnie,,Mitchell,3,,Executive Committee,1994-1995 Executive Committee Member
0557,Bonnie,,Mitchell,4,,Pioneer,1984 Pioneer
0558,Bonnie,,Mitchell,5,,SIGGRAPH Committee,2013-2023 Digital Arts Community
0559,Bonnie,,Mitchell,6,,Chapters,2000-2021 BGSU Student Chapter
0560,Niloy,J.,Mitra,1,,Award,2013 Significant New Researcher Award
0561,Niloy,J.,Mitra,2,,Conference Committee,2022 Technical Papers Chair
0562,Anie,,Miles,5,,SIGGRAPH Committee,2018-2023 Education Committee
0563,Jamie,L.,Mohler,2,,Conference Committee,2002 Educations Program Chair
0564,Manfred,,Mohr,1,,Award,2013 Distinguished Artist Award
0565,Manfred,,Mohr,1,,Award,2018 SIGGRAPH Academy
0566,Vera,,Molnár,1,,Award,2022 Distinguished Artist Award
0567,Barbara,,Mones,1,,Award,2021 Distinguished Educator Award
0568,Barbara,,Mones,2,,Conference Committee,1997 Panels Chair
0569,Barbara,,Mones,3,,Executive Committee,2021-2022 Executive Committee
0570,Barbara,,Mones,4,,Pioneer,1983 Pioneer
0571,Barbara,,Mones,5,,SIGGRAPH Committee,1983-2023 Education Committee
0572,Barbara,,Mones,5,,SIGGRAPH Committee,2015-2019 Nominations Committee
0573,Barbara,,Mones,5,,SIGGRAPH Committee,2021-2023 Distinguished Educator Award Committee
0574,Dylan,,Moore,2,,Conference Committee,2013 E-Tech Chair
0575,Dylan,,Moore,2,,Conference Committee,2019 Adaptive Technology Co-Chair
0576,Jacki,,Morie,2,,Conference Committee,1994 E-Tech Chair
0577,Jacki,,Morie,3,,Executive Committee,"2002-2003, 2010-2015 Executive Committee"
0578,Jacki,,Morie,4,,Pioneer,1994 Pioneer
0579,Jacki,,Morie,5,,SIGGRAPH Committee,Digital Arts
0580,Deanna,,Morse,2,,Conference Committee,1994 Art Gallery Chair
0581,Deanna,,Morse,4,,Pioneer,1994 Pioneer
0582,Gianluca,,Mura,4,,Pioneer,1998 Pioneer
0583,MuuNuu,,Nandigjav,2,,Conference Committee,2022 Conference Chair
0584,MuuNuu,,Nandigjav,2,,Conference Committee,2017 Student Volunteers Chair
0585,MuuNuu,,Nandigjav,2,,Conference Committee,2018-2019 Creative Development Director
0586,MuuNuu,,Nandigjav,2,,Conference Committee,2020 Electronic Theater Director
0587,Derrick,,Nau,2,,Conference Committee,2015 Posters Coordinator
0588,Derrick,,Nau,2,,Conference Committee,2019-2020 Production Sessions Chair
0589,Adele,,Newton,2,https://history.siggraph.org/person/adele-newton/,Conference Committee,1988 Conference Chair
0590,Adele,,Newton,2,https://history.siggraph.org/person/adele-newton/,Conference Committee,1989 International Liaisons Chair
0591,Adele,,Newton,2,https://history.siggraph.org/person/adele-newton/,Conference Committee,"1998, 2000 Community Outreach Chair"
0592,Adele,,Newton,2,https://history.siggraph.org/person/adele-newton/,Conference Committee,1998 SIGKids Chair
0593,Adele,,Newton,2,https://history.siggraph.org/person/adele-newton/,Conference Committee,2019 Business Symposium Chair
0594,Adele,,Newton,3,https://history.siggraph.org/person/adele-newton/,Executive Committee,1991-1996 CAG Chair
0595,Adele,,Newton,4,,Pioneer,1988 Pioneer
0596,Adele,,Newton,5,,SIGGRAPH Committee,History Committee
0597,Mary,,Nichols,2,,Conference Committee,2000 Online Technologies / Publication and Graphic Design Chair
0598,Mary,,Nichols,2,,Conference Committee,2000 SIGGRAPH TV (STV) Chair
0599,Mary,,Nichols,2,,Conference Committee,"2003, 2005 Pathfinders"
0600,Lira,,Nikolovska,2,,Conference Committee,2008 Art Gallery Chair
0601,Lira,,Nikolovska,2,,Conference Committee,2010 Art Papers Chair
0602,James,F.,O'Brien,3,,Executive Committee,2010-2015 EC Director
0603,Ken,,O'Connell,2,,Conference Committee,1995 Art Gallery Chair
0604,Ken,,O'Connell,4,,Pioneer,1995 Pioneer
0605,Marc,,Olano,2,,Conference Committee,2020 Real-Time Live! Chair
0606,Scott,,Owen,1,,Award,2018 Outstanding Service Award
0607,Scott,,Owen,1,,Award,2023 Distinguished Educator Award
0608,Scott,,Owen,1,,Award,2023 SIGGRAPH Academy
0609,Scott,,Owen,2,,Conference Committee,1997 Conference Chair
0610,Scott,,Owen,2,,Conference Committee,"1995, 1998-1999 Fundamentals Seminars"
0611,Scott,,Owen,3,,Executive Committee,"1990, 1992-1995, 2005-2016 Executive Committee"
0612,Scott,,Owen,3,,Executive Committee,2000-2004 CAG Chair
0613,Scott,,Owen,4,,Pioneer,1968 Pioneer
0614,Scott,,Owen,5,,SIGGRAPH Committee,1989-1996 Education Committee
0615,Scott,,Owen,5,,SIGGRAPH Committee,2011-2023 Nominations Committee
0616,Scott,,Owen,5,,SIGGRAPH Committee,2011-2017 External Relations Committee
0617,Scott,,Owen,5,,SIGGRAPH Committee,2017-2023 Governance Advisory Board
0618,Maria,,Palazzi,2,,Conference Committee,1988 A/V Chair
0619,Maria,,Palazzi,4,,Pioneer,1988 Pioneer
0620,Garry,M.,Paxinos,2,,Conference Committee,1998 Creative Applications Laboratory
0621,Garry,M.,Paxinos,3,,Executive Committee,1999-2002 Executive Committee
0622,Garry,M.,Paxinos,4,,Pioneer,1998 Pioneer
0623,Celia,,Pearce,2,,Conference Committee,1998 Panels Chair
0624,Celia,,Pearce,4,,Pioneer,1998 Pioneer
0625,Jon,,Peddie,4,,Pioneer,1965 Pioneer
0626,Simon,,Penny,2,,Conference Committee,1993 Art Gallery Chair
0627,Simon,,Penny,4,,Pioneer,Pioneer
0628,Ken,,Perlin,1,,Award,2008 Computer Graphics Achievement Award
0629,Ken,,Perlin,1,,Award,2008 SIGGRAPH Academy
0630,Ken,,Perlin,4,,Pioneer,1982 Pioneer
0631,Hanspeter,,Pfister,1,,Award,2020 SIGGRAPH Academy
0632,Hanspeter,,Pfister,2,,Conference Committee,2006 Sketches & Apps Chair
0633,Hanspeter,,Pfister,2,,Conference Committee,2012 Technical Papers Chair
0634,Hanspeter,,Pfister,3,,Executive Committee,2020-2023 Executive Committee
0635,Michael,,Pique,4,,Pioneer,1975 Pioneer
0636,Maxwell,,Planck,2,,Conference Committee,2019 VR Theater Director
0637,Dana,,Pleyps,4,,Pioneer,1983 Pioneer
0638,Dana,,Pleyps,5,,SIGGRAPH Committee,1994 Animation Theater Producer
0639,Dana,,Pleyps,5,,SIGGRAPH Committee,1983-2020 SIGGRAPH Video Review Editor/Administrator
0640,Zoran,,Popovic,1,,Award,2004 Significant New Researcher Award
0641,Mike,,Potel,4,,Pioneer,1972 Pioneer
0642,Mitch,,Prater,4,,Pioneer,1978 Pioneer
0643,Camille,,Price,2,,Conference Committee,1981 Local Arrangements Chair
0644,Camille,,Price,4,,Pioneer,1981 Pioneer
0645,Corinne,,Price,2,,Conference Committee,2019 Student Volunteers Chair
0646,Corinne,,Price,2,,Conference Committee,2020 Attendee Experience Manager
0647,Patric,,Prince,2,,Conference Committee,1986 Art Gallery Chair
0648,Patric,,Prince,4,,Pioneer,1986 Pioneer
0649,Kristy,,Pron,2,,Conference Committee,2020 Conference Chair
0650,Kristy,,Pron,2,,Conference Committee,2015 Emerging Technologies Chair
0651,Kristy,,Pron,2,,Conference Committee,2016-2017 Experience Hall Manager
0652,Kristy,,Pron,2,,Conference Committee,2018 General Submissions Chair
0653,Kristy,,Pron,2,,Conference Committee,2022 Labs Chair
0654,Przemyslaw,,Prusinkiewicz,1,,Award,1997 Computer Graphics Achievement Award
0655,Przemyslaw,,Prusinkiewicz,1,,Award,2018 SIGGRAPH Academy
0656,Przemyslaw,,Prusinkiewicz,4,,Pioneer,1997 Pioneer
0657,Anna,C. M.,Queiroz,2,https://history.siggraph.org/person/angus-graeme-forbes/,Conference Committee,2023 Immersive Pavillion Chair
0658,Anna,C. M.,Queiroz,5,,SIGGRAPH Committee,2022-2023 Immersive Committee
0659,Denise,,Quesnel,2,,Conference Committee,2015-2017 VR Village Chair/Co-Chair
0660,Iñigo,,Quilez,1,,Award,2022 Practitioner Award
0661,Jaime,E.,Radwan,2,,Conference Committee,2010 Director of Outreach
0662,Ravi,,Ramamoorthi,1,,Award,2007 Significant New Researcher Award
0663,Ravi,,Ramamoorthi,1,,Award,2019 SIGGRAPH Academy
0664,Brittany,,Ransom,2,,Conference Committee,2017 Studio Chair
0665,Brittany,,Ransom,2,,Conference Committee,2019 Art Gallery Chair
0666,Ramesh,,Raskar,1,,Award,2017 Computer Graphics Achievement Award
0667,Ramesh,,Raskar,1,,Award,2018 SIGGRAPH Academy
0668,Ramesh,,Raskar,3,,Executive Committee,2013-2015 EC Director
0669,John,,Rauh,4,,Pioneer,1976 Pioneer
0670,Julia,,Read,2,,Conference Committee,2023 VR Theater Director
0671,Chris,,Redmann,2,,Conference Committee,2020 Immersive Pavilion Chair
0672,Chris,,Redmann,2,,Conference Committee,2021-2022 General Submissions Chair
0673,Michael,,Reed,2,,Conference Committee,2019 Courses Chair
0674,Michael,,Reed,2,,Conference Committee,2021 Labs Chair
0675,Victoria,,Rege,2,,Conference Committee,2019 Immersive Pavilion Chair
0676,Susan,,Reiser,2,,Conference Committee,2020 Courses Chair
0677,Susan,,Reiser,2,,Conference Committee,2023 General Submissions Chair
0678,Sandy,,Ressler,2,,Conference Committee,2003 Web 3D Committee
0679,Sandy,,Ressler,4,,Pioneer,1974 Pioneer
0680,Everardo,,Reyes,2,,Conference Committee,2019 Art Papers Chair
0681,Craig,,Reynolds,4,,Pioneer,1971 Pioneer
0682,Craig,,Reynolds,5,,SIGGRAPH Committee,2020-2023 Research Career Development Committee
0683,Theresa-Marie,,Rhyne,2,,Conference Committee,1996 Panels Chair
0684,Theresa-Marie,,Rhyne,3,,Executive Committee,1996-1999 Executive Committee
0685,Theresa-Marie,,Rhyne,4,,Pioneer,1996 Pioneer
0686,Markus,,Riebe,4,,Pioneer,1983 Pioneer
0687,Daniel,,Robbins,4,,Pioneer,1987 Pioneer
0688,Alyn,,Rockwood,1,,Award,2017 Outstanding Service Award
0689,Alyn,,Rockwood,2,https://history.siggraph.org/person/alyn-p-rockwood/,Conference Committee,2003 Conference Chair
0690,Alyn,,Rockwood,2,,Conference Committee,1999 Technical Papers Chair
0691,Alyn,,Rockwood,3,,Executive Committee,"2005-2007,2016-2018 Executive Committee Member"
0692,Mikki,,Rose,2,,Conference Committee,2019 Conference Chair
0693,Mikki,,Rose,2,,Conference Committee,2012 Student Volunteers Chair
0694,Mikki,,Rose,2,,Conference Committee,2014 Computer Animation Festival Co-Chair
0695,Mikki,,Rose,2,,Conference Committee,2016 Production Sessions Chair
0696,Mikki,,Rose,3,,Executive Committee,2019-2023 CAG Chair
0697,Natalie,,Rountree,2,,Conference Committee,2019 Adaptive Technology Co-Chair
0698,Natalie,,Rountree,2,,Conference Committee,2020 Adaptability Focus Co-Chair
0699,Cynthia,Beth,Rubin,4,,Pioneer,1983 Pioneer
0700,Cynthia,Beth,Rubin,5,,SIGGRAPH Committee,2017-2023 SIGGRAPH Academy Committee
0701,Cynthia,Beth,Rubin,5,,SIGGRAPH Committee,2007-2011 Distinguished Artist Award Committee
0702,Cynthia,Beth,Rubin,5,,SIGGRAPH Committee,2017-2023 ACM SIGGRAPH Academy Committee
0703,Teri,,Rueb,2,,Conference Committee,2014 Art Papers Chair
0704,Holly,,Rushmeier,1,,Award,2013 Computer Graphics Achievement Award
0705,Holly,,Rushmeier,1,,Award,2018 SIGGRAPH Academy
0706,Holly,,Rushmeier,2,,Conference Committee,1996 Technical Papers Chair
0707,Holly,,Rushmeier,4,,Pioneer,1996 Pioneer
0708,Szymon,,Rusinkiewicz,2,,Conference Committee,2020 Technical Papers Chair
0709,Sarah,,Rust,2,,Conference Committee,2020 Student Volunteers Chair
0710,Hanen,,Samet,1,,Award,2019 SIGGRAPH Academy
0711,Dan,,Sandin,2,,Conference Committee,1981 CAF / Electronic Theater Chair
0712,Dan,,Sandin,4,,Pioneer,1981 Pioneer
0713,Kathryn,,Saunders,2,,Conference Committee,1999 E-Tech Chair
0714,Kathryn,,Saunders,2,,Conference Committee,2001 Panels Chair
0715,Kathryn,,Saunders,3,,Executive Committee,2007-2009 Executive Committee
0716,Kathryn,,Saunders,4,,Pioneer,1999 Pioneer
0717,Joe,,Scala,2,,Conference Committee,1977 Film & Video Show Chair
0718,Joe,,Scala,4,,Pioneer,1977 Pioneer
0719,Patsy,,Scala,2,,Conference Committee,1977 Video Films
0720,Patsy,,Scala,4,,Pioneer,1977 Pioneer
0721,Nan,,Schaller,3,,Executive Committee,1995-1998 Executive Committee
0722,Nan,,Schaller,4,,Pioneer,1995 Pioneer
0723,Peter,,Schröder,1,,Award,2003 Computer Graphics Achievement Award
0724,Adriana,,Schulz,5,,SIGGRAPH Committee,2022-2023 WIGRAPH Community Group  Chair
0725,Lillian,F.,Schwartz,1,,Award,2015 Distinguished Artist Award
0726,Lillian,F.,Schwartz,1,,Award,2018 SIGGRAPH Academy
0727,Marla,,Schweppe,2,,Conference Committee,1999 Art Gallery Chair
0728,Marla,,Schweppe,4,,Pioneer,1999 Pioneer
0729,Bill,,Seaman,1,,Award,2021 Distinguished Artist Award
0730,Jan,,Searleman,4,,Pioneer,1978 Pioneer
0731,Jan,,Searleman,5,,SIGGRAPH Committee,2017-2023 History Committee
0732,Jan,,Searleman,5,,SIGGRAPH Committee,2015-2023 Digital Arts Committee
0733,Jan,,Searleman,6,,Chapters,"2006-2015 Faculty Advisor, Clarkson University Student Chapter"
0734,Tom,W.,Sederberg,1,,Award,2006 Computer Graphics Achievement Award
0735,Tom,W.,Sederberg,1,,Award,2018 SIGGRAPH Academy
0736,Dan,A.,Seeley,4,,Pioneer,1982 Pioneer
0737,Jennifer,,Seevinck,4,,Pioneer,1996 Pioneer
0738,Jennifer,,Seevinck,6,,Chapters,"2017-2019 Vice President, Brisbane Chapter (Australia)"
0739,Pete,,Segal,4,,Pioneer,1979 Pioneer
0740,Pete,,Segal,5,,SIGGRAPH Committee,2021-2023 History Committee
0741,Pete,,Segal,5,,SIGGRAPH Committee,2021-2023 Practitioners Development Committee
0742,Basak,,Senova,2,,Conference Committee,2014 Art Gallery Chair
0743,Edward,A.,Shanken,2,,Conference Committee,2016 Art Papers Chair
0744,Jeffrey,,Shaw,1,,Award,2020 Distinguished Artist Award
0745,Alla,,Sheffer,1,https://history.siggraph.org/person/alla-sheffer/,Award,2020 SIGGRAPH Academy
0746,Alla,,Sheffer,2,,Conference Committee,2023 Technical Papers Chair
0747,Damon,,Shelton,4,,Pioneer,Pioneer
0748,Shuzo,,Shiota,4,,Pioneer,1996 Pioneer
0749,Shuzo,,Shiota,5,,SIGGRAPH Committee,2018-2019 Computer Animation Festival Advisory Board
0750,Shuzo,,Shiota,5,,SIGGRAPH Committee,2018-2019 Practitioner Award Committee
0751,Dave,,Shreiner,2,,Conference Committee,2014 Conference Chair
0752,Dave,,Shreiner,2,,Conference Committee,2006 Courses Chair
0753,Dave,,Shreiner,2,,Conference Committee,2009 Director of Knowledge Transfer
0754,Dave,,Shreiner,3,,Executive Committee,2015-2017 Executive Committee
0755,Philipp,,Slusallek,4,,Pioneer,1986 Pioneer
0756,Alvy Ray,,Smith,1,https://history.siggraph.org/person/alvy-ray-smith/,Award,1990 Computer Graphics Achievement Award
0757,Alvy Ray,,Smith,4,,Pioneer,1990 Pioneer
0758,Jill,,Smolin,2,,Conference Committee,1999 Community Outreach Chair
0759,Jill,,Smolin,2,,Conference Committee,2003 Special Sessions Chair
0760,Jill,,Smolin,2,,Conference Committee,2005 Panels Chairs
0761,Jill,,Smolin,2,,Conference Committee,2005 Special Sessions Chair
0762,Noah,,Snavely,1,,Award,2014 Significant New Researcher Award
0763,Jerome,,Solomon,2,,Conference Committee,2017 Conference Chair
0764,Jerome,,Solomon,2,,Conference Committee,2007 Panels Chair
0765,Jerome,,Solomon,2,,Conference Committee,2007 Special Sessions Chair
0766,Jerome,,Solomon,2,,Conference Committee,2013 CAF Production Sessions Chair
0767,Vibeke,,Sorensen,2,,Conference Committee,2007 Art Gallery Chair
0768,Olga,,Sorkine-Hornung,1,,Award,2011 Significant New Researcher Award
0769,Olga,,Sorkine-Hornung,2,,Conference Committee,2019 Technical Papers Chair
0770,Christy,,Spangler,4,,Pioneer,1987 Pioneer
0771,Christy,,Spangler,6,,Chapters,"2018-2023 Treasurer, Fort Lauderdale Chapter"
0772,Stephen,,Spencer,1,,Award,2008 Outstanding Service Award
0773,Stephen,,Spencer,3,,Executive Committee,1995-2007 Executive Committee
0774,Stephen,,Spencer,4,,Pioneer,1995 Pioneer
0775,Rejane,,Spitz,2,,Conference Committee,2005 International Liaisons
0776,Rejane,,Spitz,4,,Pioneer,1983 Pioneer
0777,Rejane,,Spitz,5,,SIGGRAPH Committee,1992-2023 Education Committee
0778,Rejane,,Spitz,5,,SIGGRAPH Committee,2019-2023 Distinguished Educator Award Committee
0779,Josef,,Spjut,2,,Conference Committee,2023 Games Focus Area Chair
0780,David,,Spoelstra,2,,Conference Committee,"1992, 1994 A/V Chair"
0781,David,,Spoelstra,2,,Conference Committee,1996 Computer Systems Chair
0782,David,,Spoelstra,2,,Conference Committee,"1999, 2006, 2010, 2014, 2020 GraphicsNet Chair/Co-Chair"
0783,David,,Spoelstra,2,,Conference Committee,2021 Platform Technology Liaison
0784,David,,Spoelstra,3,,Executive Committee,2020-2022
0785,Jos,,Stam,1,,Award,2005 Computer Graphics Achievement Award
0786,Jos,,Stam,1,,Award,2018 SIGGRAPH Academy
0787,Jos,,Stam,4,,Pioneer,1982 Pioneer
0788,Jos,,Stam,5,,SIGGRAPH Committee,"2001, 2003, 2004, 2006, 2008 Papers Committee"
0789,Courtney,,Starrett,2,,Conference Committee,2019 E-Tech Chair
0790,Courtney,,Starrett,2,,Conference Committee,2022 Community Engagement Chair
0791,Courtney,,Starrett,2,,Conference Committee,2023 Labs Chair
0792,David,,Steffen,4,,Pioneer,1989 Pioneer
0793,Maureen,C.,Stone,2,,Conference Committee,1987 Papers Chair
0794,Maureen,C.,Stone,3,,Executive Committee,1988-1989 Executive Committee
0795,Maureen,C.,Stone,4,,Pioneer,1987 Pioneer
0796,Paul,,Strauss,2,,Conference Committee,2013 Courses Chair
0797,Paul,,Strauss,3,,Executive Committee,2015-2020 Executive Committee
0798,Gracie,Arenas,Strittmatter,2,,Conference Committee,2013 Student Volunteer Program Chair
0799,Gracie,Arenas,Strittmatter,2,,Conference Committee,2019 Real-Time Live! Chair
0800,Rebecca,,Strzelec,2,,Conference Committee,2012 Conference Chair
0801,Rebecca,,Strzelec,2,,Conference Committee,2009 Art Gallery Chair
0802,Rebecca,,Strzelec,2,,Conference Committee,2007 Studio Chair
0803,Rebecca,,Strzelec,2,,Conference Committee,2008 Conference Arts Director
0804,Rebecca,,Strzelec,3,,Executive Committee,2014-2016 CAG Chair
0805,Karen,,Sullivan,2,,Conference Committee,2002 Art Gallery Chair
0806,Ivan,,Sutherland,1,,Award,1983 Steven Anson Coons Award
0807,Ivan,,Sutherland,1,,Award,2018 SIGGRAPH Academy
0808,Ivan,,Sutherland,4,,Pioneer,1983 Pioneer
0809,Victoria,,Szabo,2,,Conference Committee,2013 Art Gallery Chair
0810,Victoria,,Szabo,2,,Conference Committee,2015 Art Papers Chair
0811,Victoria,,Szabo,4,,Pioneer,Pioneer
0812,Victoria,,Szabo,5,,SIGGRAPH Committee,Digital Arts Committee
0813,Steven,,Tanimoto,2,,Conference Committee,1980 Student Volunteers Chair
0814,Steven,,Tanimoto,4,,Pioneer,1977 Pioneer
0815,Gabriel,,Taubin,4,,Pioneer,1990 Pioneer
0816,Aaron,,Thibault,4,,Pioneer,1981 Pioneer
0817,Chris,,Tome,2,,Conference Committee,2000 Studio Chair
0818,James,,Tompkin,2,,Conference Committee,2023 Posters Chair
0819,Marisa,,Tontaveetong,5,,SIGGRAPH Committee,2018- 2021 SIGGRAPH CARES
0820,Marisa,,Tontaveetong,5,,SIGGRAPH Committee,"2015, 2020 S3 Early Career Development"
0821,Marisa,,Tontaveetong,5,,SIGGRAPH Committee,2020- 2021 Digital Presence Strategy Group Committee
0822,Marisa,,Tontaveetong,5,,SIGGRAPH Committee,2018-2022 Nurturing Communities Committee
0823,Herman,,Towles,4,,Pioneer,1975 Pioneer
0824,Joan,,Truckenbrod,2,,Conference Committee,1998 Art Gallery Chair
0825,Joan,,Truckenbrod,4,,Pioneer,1982 Pioneer
0826,Daria,,Tsoupikova,2,,Conference Committee,2021 Art Papers Chair
0827,Daria,,Tsoupikova,2,,Conference Committee,2022 Art Gallery Chair
0828,Greg,,Turk,1,,Award,2012 Computer Graphics Achievement Award
0829,Greg,,Turk,1,,Award,2018 SIGGRAPH Academy
0830,Greg,,Turk,2,,Conference Committee,2008 Papers Chairs
0831,Anna,,Ursyn,4,,Pioneer,1986 Pioneer
0832,Anna,,Ursyn,5,,SIGGRAPH Committee,2013-2023  Education Committee
0833,Andy,,van Dam,1,https://history.siggraph.org/person/andries-andy-van-dam/,Award,1991 Steven Anson Coons Award
0834,Andy,,van Dam,1,,Award,2019 Distinguished Educator Award
0835,Andy,,van Dam,4,,Pioneer,1967 Pioneer
0836,Michiel,,van de Panne,1,,Award,2022 Computer Graphics Achievement Award
0837,Steina,,Vasulka,1,,Award,2016 Distinguished Artist Award
0838,Steina,,Vasulka,1,,Award,2018 SIGGRAPH Academy
0839,Roman,,Verostko,1,,Award,2009 Distinguished Artist Award
0840,Roman,,Verostko,1,,Award,2018 SIGGRAPH Academy
0841,Roman,,Verostko,4,,Pioneer,Pioneer
0842,Warren,N.,"Waggenspack, Jr.",2,,Conference Committee,1999 Conference Chair
0843,Warren,N.,"Waggenspack, Jr.",2,,Conference Committee,1996 Sketches & Apps Chair
0844,Warren,N.,"Waggenspack, Jr.",2,,Conference Committee,2000 Fundamentals Seminars
0845,Warren,N.,"Waggenspack, Jr.",4,,Pioneer,1996 Pioneer
0846,Greg,J.,Ward,1,,Award,2018 SIGGRAPH Academy
0847,Marceli,,Wein,4,,Pioneer,1969 Pioneer
0848,Ruth,,West,2,,Conference Committee,2017 Art Papers Chair
0849,Gordon,,Wetzstein,1,,Award,2018 Significant New Researcher Award
0850,Jackie,,White,1,,Award,2019 Outstanding Service Award
0851,Jackie,,White,2,,Conference Committee,2000 Conference Chair
0852,Jackie,,White,2,,Conference Committee,1997 Community Outreach Chair
0853,Jackie,,White,2,,Conference Committee,2002 Special Sessions
0854,Jackie,,White,3,,Executive Committee,"2005-2009, 2013 CAG Chair"
0855,Jackie,,White,3,,Executive Committee,"1975, 2011-2015 Executive Committee"
